6.62244726486206e11,8.753651733456573e11,7.456480362900391e11
6.65326738243103e11,8.752127300188446e11,7.583695537299805e11
6.711825547027588e11,8.792780663268127e11,7.613154268649902e11
6.795039688110352e11,8.89288925e11,7.714106442099609e11
6.801973905944824e11,8.859858828659363e11,7.741341392900391e11
6.797351094055176e11,8.858842281347809e11,7.731476017099609e11
6.766530976486206e11,8.856809186724701e11,7.713064097974854e11
6.786564141082764e11,8.907117810768127e11,7.726334690749512e11
6.90367988243103e11,8.999095569804382e11,7.855564159124756e11
6.80736738243103e11,8.953361020963745e11,7.855911041750488e11
6.945286952972412e11,9.101237251159363e11,7.914272983375244e11
6.94220488243103e11,9.109367303456573e11,7.892526241550293e11
6.9345e11,9.055083940462494e11,7.944843605e11
7.058550547027588e11,8.98100301e11,8.088386010274658e11
7.08089511756897e11,8.983032274537506e11,8.17182951642456e11
7.074730976486206e11,8.839945510538635e11,8.137924072099609e11
7.114026641082764e11,8.682143675269318e11,8.213307857974854e11
7.242424968607976e11,8.702439417576141e11,8.250965401899414e11
7.231645305610981e11,8.522312575462494e11,8.243461202700195e11
7.140787726459479e11,8.472079568038635e11,8.180166573175049e11
7.315573353170521e11,8.495419594268188e11,8.219946255465552e11
7.257824906780521e11,8.513178949461365e11,8.215565847076477e11
7.066869785573988e11,8.143790865e11,7.781769616259253e11
6.77581770976e11,7.940323222423859e11,7.386771530817224e11
7.032220952719019e11,8.272163331961365e11,7.540015378029822e11
6.899784421673005e11,8.095079999537506e11,7.338239899023523e11
6.545594067970521e11,7.872330859806824e11,7.006582892338336e11
6.789677360391503e11,7.936263919115906e11,7.274689602931299e11
6.862825157506473e11,8.255926892962494e11,7.332330039768896e11
6.916724059939019e11,8.338632778384094e11,7.329409484592224e11
6.992181700917976e11,8.492375310345459e11,7.458456264809253e11
7.134628338638036e11,8.777535367423859e11,7.588199021557776e11
7.08380942384e11,8.749120244268188e11,7.61698444115e11
7.139248026366012e11,8.719691650193176e11,7.673233773676477e11
7.044540315809479e11,8.680114410731812e11,7.743876240375e11
7.063020241616533e11,8.752672425e11,7.717107455220374e11
7.242424968607976e11,8.904892815e11,7.843581668526477e11
7.347142198390981e11,9.080961128038635e11,7.952117511109253e11
7.253204631604971e11,9.051531759730682e11,7.77001949540315e11
7.220095498843467e11,9.037831707845459e11,7.675528798726672e11
7.149257545592485e11,8.87952275e11,7.449487503823523e11
7.164657483765029e11,8.940918647962494e11,7.537998743592224e11
7.210085979616995e11,8.971870158231812e11,7.61183930732815e11
7.185446665988497e11,8.964258674192047e11,7.654530677520374e11
7.227025617883005e11,8.881044891961365e11,7.752845850112598e11
7.270914413641503e11,8.97795872607727e11,7.852551278264075e11
7.433380089814509e11,9.132208380614777e11,8.071291609601477e11
7.451089284403467e11,9.220496485538635e11,8.106682864979822e11
7.269374713548036e11,9.131701258038635e11,7.925766311873523e11
7.226255474112485e11,9.05406892107727e11,7.988203894267224e11
7.251664931511503e11,9.064723914806824e11,8.000162808082776e11
7.284003920502485e11,9.032758159385223e11,7.887594545376672e11
7.152337533226995e11,8.894744943846588e11,7.648759164820178e11
7.170816871586473e11,8.891700659923859e11,7.619070673240747e11
7.120768688006533e11,8.690262281885223e11,7.6065549782e11
6.913644072304509e11,8.567471260193176e11,7.322526106945374e11
6.712679431871503e11,8.36907716607727e11,7.137577133715747e11
7.220865642613988e11,8.766372476885223e11,7.329061496326477e11
6.889004758676012e11,8.541593298384094e11,7.001228965557037e11
6.882844783406995e11,8.447216625614777e11,6.988991661128888e11
7.027600677543467e11,8.513178949461365e11,7.212863194672589e11
6.807187741851807e11,8.239462075543213e11,7.037221587432861e11
6.898698929595947e11,8.323992529628601e11,7.079265675100708e11
7.100177140808105e11,8.483166270371399e11,7.155917888037109e11
7.104021788787842e11,8.541991446856995e11,7.176280149798584e11
6.938687258148193e11,8.323498472971191e11,7.018597112332153e11
6.980212741851807e11,8.406051191856995e11,7.089064637130737e11
7.142471788787842e11,8.564236065e11,7.203104925e11
7.064034046936035e11,8.524195601485596e11,7.123603624194336e11
7.196302140808105e11,8.608231244628601e11,7.208595261962891e11
7.157852140808105e11,8.637396427400208e11,7.199908449462891e11
7.241672859191895e11,8.691278774456787e11,7.269819475335693e11
7.387782976531982e11,8.81090610834259e11,7.500958250201416e11
7.416236187744141e11,8.791132527771606e11,7.469108044166241e11
