7.390859046936035e11,8.541991446856995e11,7.566761159368362e11
7.29903762785e11,8.145366753599243e11,7.482512360502948e11
7.32592870187421e11,8.121774301196594e11,7.458134478932466e11
7.154593725818922e11,8.008725977198486e11,7.102733571683741e11
7.092359427441235e11,8.043623037003784e11,7.105164322786672e11
7.242182130458606e11,8.071639683599243e11,7.246297106217466e11
7.362039823927343e11,7.978252361595459e11,7.163922876828362e11
7.185326046885762e11,8.122756788803406e11,7.074534908862698e11
7.29903762785e11,8.311498657996216e11,7.2285162509225e11
7.184558149186106e11,8.678659526595459e11,7.126417921896638e11
7.227583867624843e11,8.694387578200378e11,7.128154293804138e11
7.311331025221896e11,9.035498275398865e11,7.29970749913e11
7.392772731175632e11,9.10086970079773e11,7.35846605317169e11
7.361271340046235e11,9.144614398998108e11,7.352423512847103e11
7.448091846986265e11,9.209002586799622e11,7.563288415553362e11
7.522618956554396e11,9.340727925204163e11,7.678028006855017e11
7.50648372595842e11,9.26945857420227e11,7.663512175102914e11
7.531838418401868e11,9.247831847003784e11,7.685876441790431e11
7.477287786472343e11,9.163783407198486e11,7.534951131244586e11
7.46422649140079e11,9.249306328404541e11,7.529533447412103e11
7.389699381832657e11,9.190816816196594e11,7.509878022640828e11
7.403529160785316e11,9.157393487801514e11,7.429171490293741e11
7.49880064569171e11,9.222273669396973e11,7.528978113623328e11
7.491117565425e11,9.19917246079773e11,7.468552710377466e11
7.580242937826896e11,9.258153966799622e11,7.54252147536669e11
7.553351277621235e11,9.247831847003784e11,7.538979208848362e11
